dataset,newviol,year,month,date,dept,muni,perp1,pdesc1,perp2,pdesc2
UN-TRC,Killing,1982,4,1982-04-18,MORAZAN,EL DIVISADERO,ARMY,ARMY,ARMY,ARMY
UN-TRC,Killing,1980,10,1980-10-00,CABANAS,VICTORIA,NATIONAL GUARD,NATIONAL GUARD,DEATH SQUAD,DEATH SQUAD
UN-TRC,Killing,1980,4,1980-04-00,CABANAS,VICTORIA,ARMY,ARMY,DEATH SQUAD,DEATH SQUAD
UN-TRC,Killing,1983,0,1983-00-00,CUSCATLAN,SUCHITOTO,DEATH SQUAD,DEATH SQUAD,UNKNOWN,UNKNOWN
UN-TRC,Killing,1983,4,1983-04-28,MORAZAN,EL DIVISADERO,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1983,4,1983-04-28,MORAZAN,EL DIVISADERO,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1987,0,1987-00-00,CUSCATLAN,SUCHITOTO,FMLN,FMLN,UNKNOWN,UNKNOWN
UN-TRC,Killing,1981,11,1981-11-00,CUSCATLAN,SUCHITOTO,DEATH SQUAD,DEATH SQUAD,UNKNOWN,UNKNOWN
UN-TRC,Killing,1981,4,1981-04-00,CUSCATLAN,SUCHITOTO,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1982,4,1982-04-18,MORAZAN,EL DIVISADERO,ARMY,ARMY,ARMY,ARMY
UN-TRC,Killing,1982,3,1982-03-00,USULUTAN,SAN AGUSTIN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1981,0,1981-00-00,MORAZAN,EL DIVISADERO,NATIONAL GUARD,NATIONAL GUARD,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,11,1980-11-28,MORAZAN,EL ROSARIO,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,12,1980-12-18,CUSCATLAN,SUCHITOTO,DEATH SQUAD,DEATH SQUAD,UNKNOWN,UNKNOWN
UN-TRC,Killing,1982,2,1982-02-25,CUSCATLAN,SUCHITOTO,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1982,2,1982-02-25,CUSCATLAN,SUCHITOTO,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1982,2,1982-02-25,CUSCATLAN,SUCHITOTO,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1982,2,1982-02-26,CUSCATLAN,SUCHITOTO,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1982,2,1982-02-26,CUSCATLAN,SUCHITOTO,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1982,2,1982-02-26,CUSCATLAN,SUCHITOTO,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1982,2,1982-02-26,CUSCATLAN,SUCHITOTO,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1982,2,1982-02-26,CUSCATLAN,SUCHITOTO,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1982,2,1982-02-26,CUSCATLAN,SUCHITOTO,ARMY,ARMY,ARMY,ARMY
UN-TRC,Killing,1982,2,1982-02-26,CUSCATLAN,SUCHITOTO,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1982,2,1982-02-26,CUSCATLAN,SUCHITOTO,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1981,7,1981-07-31,CUSCATLAN,SUCHITOTO,ARMY,ARMY,NATIONAL POLICE,NATIONAL POLICE
UN-TRC,Killing,1981,7,1981-07-31,CUSCATLAN,SUCHITOTO,ARMY,ARMY,NATIONAL POLICE,NATIONAL POLICE
UN-TRC,Killing,1981,7,1981-07-31,CUSCATLAN,SUCHITOTO,ARMY,ARMY,NATIONAL POLICE,NATIONAL POLICE
UN-TRC,Killing,1981,7,1981-07-31,CUSCATLAN,SUCHITOTO,ARMY,ARMY,NATIONAL POLICE,NATIONAL POLICE
UN-TRC,Killing,1981,7,1981-07-31,CUSCATLAN,SUCHITOTO,ARMY,ARMY,NATIONAL POLICE,NATIONAL POLICE
UN-TRC,Killing,1980,0,1980-00-00,MORAZAN,JOCOAITIQUE,NATIONAL GUARD,NATIONAL GUARD,DEATH SQUAD,DEATH SQUAD
UN-TRC,Killing,1980,0,1980-00-00,MORAZAN,JOCOAITIQUE,NATIONAL GUARD,NATIONAL GUARD,DEATH SQUAD,DEATH SQUAD
UN-TRC,Killing,1980,0,1980-00-00,MORAZAN,JOCOAITIQUE,NATIONAL GUARD,NATIONAL GUARD,DEATH SQUAD,DEATH SQUAD
UN-TRC,Killing,1980,7,1980-07-08,MORAZAN,JOCOAITIQUE,NATIONAL GUARD,NATIONAL GUARD,DEATH SQUAD,DEATH SQUAD
UN-TRC,Killing,1980,11,1980-11-13,CHALATENANGO,SAN ISIDRO LABRADOR,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1982,7,1982-07-31,CUSCATLAN,SUCHITOTO,ARMY,ARMY,ARMY,ARMY
UN-TRC,Killing,1980,12,1980-12-12,CUSCATLAN,SUCHITOTO,DEATH SQUAD,DEATH SQUAD,UNKNOWN,UNKNOWN
UN-TRC,Killing,1985,5,1985-05-06,CUSCATLAN,SUCHITOTO,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1985,5,1985-05-06,CUSCATLAN,SUCHITOTO,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,9,1980-09-11,CUSCATLAN,SUCHITOTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,9,1980-09-11,CUSCATLAN,SUCHITOTO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC,Killing,1983,5,1983-05-11,CUSCATLAN,SUCHITOTO,ARMY,ARMY,ARMY,ARMY
UN-TRC,Killing,1983,5,1983-05-11,CUSCATLAN,SUCHITOTO,ARMY,ARMY,ARMY,ARMY
UN-TRC,Killing,1983,5,1983-05-11,CUSCATLAN,SUCHITOTO,ARMY,ARMY,ARMY,ARMY
UN-TRC,Killing,1983,5,1983-05-11,CUSCATLAN,SUCHITOTO,ARMY,ARMY,ARMY,ARMY
UN-TRC,Killing,1983,5,1983-05-11,CUSCATLAN,SUCHITOTO,ARMY,ARMY,ARMY,ARMY
UN-TRC,Killing,1983,5,1983-05-11,CUSCATLAN,SUCHITOTO,ARMY,ARMY,ARMY,ARMY
UN-TRC,Killing,1983,5,1983-05-11,CUSCATLAN,SUCHITOTO,ARMY,ARMY,ARMY,ARMY
UN-TRC,Killing,1983,5,1983-05-11,CUSCATLAN,SUCHITOTO,ARMY,ARMY,ARMY,ARMY
UN-TRC,Killing,1983,5,1983-05-11,CUSCATLAN,SUCHITOTO,ARMY,ARMY,ARMY,ARMY
UN-TRC,Killing,1983,5,1983-05-11,CUSCATLAN,SUCHITOTO,ARMY,ARMY,ARMY,ARMY
UN-TRC,Killing,1983,5,1983-05-11,CUSCATLAN,SUCHITOTO,ARMY,ARMY,ARMY,ARMY
UN-TRC,Killing,1980,6,1980-06-19,MORAZAN,MEANGUERA,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,6,1980-06-20,MORAZAN,MEANGUERA,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,6,1980-06-20,MORAZAN,MEANGUERA,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,6,1980-06-20,MORAZAN,MEANGUERA,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1981,11,1981-11-12,MORAZAN,MEANGUERA,ARMY,ARMY,ARMY,ARMY
UN-TRC,Killing,1981,0,1981-00-00,CUSCATLAN,SUCHITOTO,DEATH SQUAD,DEATH SQUAD,UNKNOWN,UNKNOWN
UN-TRC,Killing,1981,1,1981-01-00,CUSCATLAN,SUCHITOTO,DEATH SQUAD,DEATH SQUAD,NATIONAL POLICE,NATIONAL POLICE
UN-TRC,Killing,1980,7,1980-07-29,CABANAS,VICTORIA,DEATH SQUAD,DEATH SQUAD,ARMY,ARMY
UN-TRC,Killing,1982,11,1982-11-12,MORAZAN,MEANGUERA,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1981,11,1981-11-12,MORAZAN,MEANGUERA,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,7,1980-07-00,CUSCATLAN,SUCHITOTO,ARMY,ARMY,DEATH SQUAD,DEATH SQUAD
UN-TRC,Killing,1981,11,1981-11-12,MORAZAN,MEANGUERA,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1981,11,1981-11-12,MORAZAN,MEANGUERA,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1982,8,1982-08-00,CUSCATLAN,SUCHITOTO,DEATH SQUAD,DEATH SQUAD,UNKNOWN,UNKNOWN
UN-TRC,Killing,1981,11,1981-11-12,MORAZAN,MEANGUERA,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,3,1980-03-09,CABANAS,VICTORIA,DEATH SQUAD,DEATH SQUAD,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,8,1980-08-11,MORAZAN,MEANGUERA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC,Killing,1984,3,1984-03-00,MORAZAN,OSICALA,DEATH SQUAD,DEATH SQUAD,UNKNOWN,UNKNOWN
UN-TRC,Killing,1984,3,1984-03-00,MORAZAN,OSICALA,DEATH SQUAD,DEATH SQUAD,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,11,1980-11-11,MORAZAN,PERQUIN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,10,1980-10-23,MORAZAN,PERQUIN,NATIONAL GUARD,NATIONAL GUARD,DEATH SQUAD,DEATH SQUAD
UN-TRC,Killing,1987,11,1987-11-25,MORAZAN,PERQUIN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,1,1980-01-11,MORAZAN,PERQUIN,NATIONAL GUARD,NATIONAL GUARD,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,1,1980-01-11,MORAZAN,PERQUIN,NATIONAL GUARD,NATIONAL GUARD,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,1,1980-01-11,MORAZAN,PERQUIN,DEATH SQUAD,DEATH SQUAD,UNKNOWN,UNKNOWN
UN-TRC,Killing,1982,0,1982-00-00,MORAZAN,PERQUIN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC,Killing,1982,0,1982-00-00,MORAZAN,PERQUIN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,3,1980-03-28,CHALATENANGO,CANCASQUE,DEATH SQUAD,DEATH SQUAD,UNKNOWN,UNKNOWN
UN-TRC,Killing,1981,6,1981-06-00,CHALATENANGO,SAN ISIDRO LABRADOR,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1981,6,1981-06-00,CHALATENANGO,SAN ISIDRO LABRADOR,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1984,3,1984-03-00,CHALATENANGO,SAN ISIDRO LABRADOR,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1986,3,1986-03-25,CHALATENANGO,SAN ISIDRO LABRADOR,ARMY,ARMY,ARMY,ARMY
UN-TRC,Killing,1981,8,1981-08-19,SAN VICENTE,SAN VICENTE,ARMY,ARMY,ARMY,ARMY
UN-TRC,Killing,1980,5,1980-05-14,CUSCATLAN,SUCHITOTO,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,5,1980-05-14,CUSCATLAN,SUCHITOTO,DEATH SQUAD,DEATH SQUAD,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,5,1980-05-14,CUSCATLAN,SUCHITOTO,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,5,1980-05-14,CUSCATLAN,SUCHITOTO,DEATH SQUAD,DEATH SQUAD,UNKNOWN,UNKNOWN
UN-TRC,Killing,1981,10,1981-10-15,MORAZAN,SAN SIMON,DEATH SQUAD,DEATH SQUAD,UNKNOWN,UNKNOWN
UN-TRC,Killing,1983,11,1983-11-00,MORAZAN,SAN SIMON,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1983,11,1983-11-00,MORAZAN,SAN SIMON,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1981,11,1981-11-26,CUSCATLAN,SUCHITOTO,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,11,1980-11-27,CUSCATLAN,SUCHITOTO,DEATH SQUAD,DEATH SQUAD,UNKNOWN,UNKNOWN
UN-TRC,Killing,1981,3,1981-03-00,MORAZAN,SOCIEDAD,ARMY,ARMY,ARMY,ARMY
UN-TRC,Killing,1980,8,1980-08-24,MORAZAN,SOCIEDAD,DEATH SQUAD,DEATH SQUAD,TREASURY POLICE,TREASURY POLICE
UN-TRC,Killing,1988,2,1988-02-26,MORAZAN,SOCIEDAD,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1987,0,1987-00-00,MORAZAN,SOCIEDAD,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,10,1980-10-04,SAN VICENTE,SAN VICENTE,NATIONAL GUARD,NATIONAL GUARD,ARMY,ARMY
UN-TRC,Killing,1981,3,1981-03-00,MORAZAN,SOCIEDAD,NATIONAL GUARD,NATIONAL GUARD,UNKNOWN,UNKNOWN
UN-TRC,Killing,1982,6,1982-06-00,MORAZAN,SOCIEDAD,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,10,1980-10-04,SAN VICENTE,SAN VICENTE,NATIONAL GUARD,NATIONAL GUARD,ARMY,ARMY
UN-TRC,Killing,1980,12,1980-12-26,CHALATENANGO,SAN MIGUEL DE MERCEDES,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,1,1980-01-05,MORAZAN,SOCIEDAD,FMLN,FMLN,UNKNOWN,UNKNOWN
UN-TRC,Killing,1981,6,1981-06-17,CHALATENANGO,SAN RAFAEL,DEATH SQUAD,DEATH SQUAD,UNKNOWN,UNKNOWN
UN-TRC,Killing,1989,12,1989-12-21,CHALATENANGO,DULCE NOMBRE DE MARIA,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1991,6,1991-06-21,CHALATENANGO,DULCE NOMBRE DE MARIA,FMLN,FMLN,UNKNOWN,UNKNOWN
UN-TRC,Killing,1989,6,1989-06-08,CHALATENANGO,DULCE NOMBRE DE MARIA,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,8,1980-08-05,MORAZAN,SOCIEDAD,ARMY,ARMY,ARMY,ARMY
UN-TRC,Killing,1980,8,1980-08-05,MORAZAN,SOCIEDAD,ARMY,ARMY,ARMY,ARMY
UN-TRC,Killing,1980,8,1980-08-05,MORAZAN,SOCIEDAD,ARMY,ARMY,ARMY,ARMY
UN-TRC,Killing,1980,8,1980-08-05,MORAZAN,SOCIEDAD,ARMY,ARMY,ARMY,ARMY
UN-TRC,Killing,1980,8,1980-08-05,MORAZAN,SOCIEDAD,ARMY,ARMY,ARMY,ARMY
UN-TRC,Killing,1989,2,1989-02-13,CHALATENANGO,DULCE NOMBRE DE MARIA,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,8,1980-08-05,MORAZAN,SOCIEDAD,ARMY,ARMY,ARMY,ARMY
UN-TRC,Killing,1983,11,1983-11-00,CUSCATLAN,SUCHITOTO,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1988,2,1988-02-25,MORAZAN,SOCIEDAD,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1987,5,1987-05-04,MORAZAN,SOCIEDAD,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1982,7,1982-07-00,MORAZAN,SOCIEDAD,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,5,1980-05-16,MORAZAN,SOCIEDAD,NATIONAL GUARD,NATIONAL GUARD,TREASURY POLICE,TREASURY POLICE
UN-TRC,Killing,1980,5,1980-05-16,MORAZAN,SOCIEDAD,NATIONAL GUARD,NATIONAL GUARD,TREASURY POLICE,TREASURY POLICE
UN-TRC,Killing,1980,5,1980-05-16,MORAZAN,SOCIEDAD,NATIONAL GUARD,NATIONAL GUARD,TREASURY POLICE,TREASURY POLICE
UN-TRC,Killing,1980,5,1980-05-16,MORAZAN,SOCIEDAD,NATIONAL GUARD,NATIONAL GUARD,TREASURY POLICE,TREASURY POLICE
UN-TRC,Killing,1980,5,1980-05-16,MORAZAN,SOCIEDAD,NATIONAL GUARD,NATIONAL GUARD,TREASURY POLICE,TREASURY POLICE
UN-TRC,Killing,1980,5,1980-05-16,MORAZAN,SOCIEDAD,NATIONAL GUARD,NATIONAL GUARD,TREASURY POLICE,TREASURY POLICE
UN-TRC,Killing,1980,5,1980-05-16,MORAZAN,SOCIEDAD,NATIONAL GUARD,NATIONAL GUARD,TREASURY POLICE,TREASURY POLICE
UN-TRC,Killing,1980,5,1980-05-16,MORAZAN,SOCIEDAD,NATIONAL GUARD,NATIONAL GUARD,TREASURY POLICE,TREASURY POLICE
UN-TRC,Killing,1983,3,1983-03-23,SAN VICENTE,SAN VICENTE,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1983,3,1983-03-23,SAN VICENTE,SAN VICENTE,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1986,12,1986-12-07,CHALATENANGO,DULCE NOMBRE DE MARIA,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,0,1980-00-00,CHALATENANGO,DULCE NOMBRE DE MARIA,DEATH SQUAD,DEATH SQUAD,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,0,1980-00-00,CHALATENANGO,DULCE NOMBRE DE MARIA,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1983,2,1983-02-22,CHALATENANGO,TEJUTLA,FMLN,FMLN,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,3,1980-03-08,CHALATENANGO,TEJUTLA,NATIONAL GUARD,NATIONAL GUARD,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,11,1980-11-20,CHALATENANGO,TEJUTLA,TREASURY POLICE,TREASURY POLICE,UNKNOWN,UNKNOWN
UN-TRC,Killing,1983,5,1983-05-11,CUSCATLAN,SUCHITOTO,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1983,9,1983-09-18,MORAZAN,TOROLA,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1983,5,1983-05-11,CUSCATLAN,SUCHITOTO,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,11,1980-11-20,MORAZAN,TOROLA,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,11,1980-11-20,MORAZAN,TOROLA,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,11,1980-11-20,MORAZAN,TOROLA,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,9,1980-09-29,MORAZAN,TOROLA,TREASURY POLICE,TREASURY POLICE,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,9,1980-09-29,MORAZAN,TOROLA,TREASURY POLICE,TREASURY POLICE,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,10,1980-10-15,MORAZAN,TOROLA,ARMY,ARMY,TREASURY POLICE,TREASURY POLICE
UN-TRC,Killing,1980,10,1980-10-15,MORAZAN,TOROLA,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,10,1980-10-23,MORAZAN,TOROLA,TREASURY POLICE,TREASURY POLICE,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,6,1980-06-23,MORAZAN,TOROLA,TREASURY POLICE,TREASURY POLICE,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,6,1980-06-23,MORAZAN,TOROLA,TREASURY POLICE,TREASURY POLICE,UNKNOWN,UNKNOWN
UN-TRC,Killing,1988,1,1988-01-13,MORAZAN,YAMABAL,FMLN,FMLN,UNKNOWN,UNKNOWN
UN-TRC,Killing,1981,5,1981-05-11,LA UNION,LA UNION,ARMY,ARMY,ARMY,ARMY
UN-TRC,Killing,1982,5,1982-05-01,LA UNION,LA UNION,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC,Killing,1982,5,1982-05-01,LA UNION,LA UNION,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC,Killing,1981,0,1981-00-00,CUSCATLAN,SUCHITOTO,DEATH SQUAD,DEATH SQUAD,ARMY,ARMY
UN-TRC,Killing,1981,0,1981-00-00,CUSCATLAN,SUCHITOTO,DEATH SQUAD,DEATH SQUAD,ARMY,ARMY
UN-TRC,Killing,1981,0,1981-00-00,CUSCATLAN,SUCHITOTO,DEATH SQUAD,DEATH SQUAD,ARMY,ARMY
UN-TRC-2,Killing,1984,0,1984-00-00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Killing,1982,11,1982-11-00,UNKNOWN,UNKNOWN,DEATH SQUAD,DEATH SQUAD,UNKNOWN,UNKNOWN
UN-TRC-2,Killing,1980,0,1980-00-00,UNKNOWN,UNKNOWN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Killing,1981,0,1981-00-00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Killing,1981,0,1981-00-00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Killing,1982,0,1982-00-00,UNKNOWN,UNKNOWN,ARMY,ARMY,ARMY,ARMY
UN-TRC-2,Killing,1982,0,1982-00-00,UNKNOWN,UNKNOWN,ARMY,ARMY,ARMY,ARMY
UN-TRC-2,Killing,1982,0,1982-00-00,UNKNOWN,UNKNOWN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Killing,1982,0,1982-00-00,UNKNOWN,UNKNOWN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Killing,1982,0,1982-00-00,UNKNOWN,UNKNOWN,ARMY,ARMY,ARMY,ARMY
UN-TRC-2,Killing,1982,0,1982-00-00,UNKNOWN,UNKNOWN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Killing,1982,0,1982-00-00,UNKNOWN,UNKNOWN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Killing,1982,0,1982-00-00,UNKNOWN,UNKNOWN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Killing,1982,0,1982-00-00,UNKNOWN,UNKNOWN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Killing,1982,0,1982-00-00,UNKNOWN,UNKNOWN,ARMY,ARMY,ARMY,ARMY
UN-TRC-2,Killing,1983,0,1983-00-00,UNKNOWN,UNKNOWN,NATIONAL GUARD,NATIONAL GUARD,UNKNOWN,UNKNOWN
UN-TRC-2,Killing,1981,1,1981-01-00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,0,1980-00-00,CUSCATLAN,SUCHITOTO,DEATH SQUAD,DEATH SQUAD,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,0,1980-00-00,CUSCATLAN,SUCHITOTO,DEATH SQUAD,DEATH SQUAD,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,0,1980-00-00,CUSCATLAN,SUCHITOTO,DEATH SQUAD,DEATH SQUAD,ARMY,ARMY
UN-TRC,Killing,1982,0,1982-00-00,CUSCATLAN,SUCHITOTO,DEATH SQUAD,DEATH SQUAD,UNKNOWN,UNKNOWN
UN-TRC-2,Killing,1984,7,1984-07-00,UNKNOWN,UNKNOWN,ARMY,ARMY,ARMY,ARMY
UN-TRC-2,Killing,1980,8,1980-08-00,UNKNOWN,UNKNOWN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Killing,1981,8,1981-08-00,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Killing,1986,9,1986-09-00,UNKNOWN,UNKNOWN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Killing,1981,11,1981-11-00,UNKNOWN,UNKNOWN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Killing,1981,12,1981-12-00,UNKNOWN,UNKNOWN,DEATH SQUAD,DEATH SQUAD,UNKNOWN,UNKNOWN
UN-TRC-2,Killing,1990,2,1990-02-13,UNKNOWN,UNKNOWN,FMLN,FMLN,UNKNOWN,UNKNOWN
UN-TRC-2,Killing,1980,5,1980-05-13,UNKNOWN,UNKNOWN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Killing,1980,5,1980-05-13,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Killing,1987,7,1987-07-13,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Killing,1990,9,1990-09-13,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC,Killing,1980,8,1980-08-15,CABANAS,TEJUTEPEQUE,NATIONAL GUARD,NATIONAL GUARD,UNKNOWN,UNKNOWN
UN-TRC-2,Killing,1981,12,1981-12-13,UNKNOWN,UNKNOWN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Killing,1981,12,1981-12-13,UNKNOWN,UNKNOWN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Killing,1981,12,1981-12-13,UNKNOWN,UNKNOWN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC,Killing,1981,4,1981-04-20,CABANAS,TEJUTEPEQUE,NATIONAL GUARD,NATIONAL GUARD,DEATH SQUAD,DEATH SQUAD
UN-TRC-2,Killing,1981,12,1981-12-13,UNKNOWN,UNKNOWN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Killing,1981,12,1981-12-13,UNKNOWN,UNKNOWN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Killing,1981,12,1981-12-13,UNKNOWN,UNKNOWN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Killing,1981,12,1981-12-13,UNKNOWN,UNKNOWN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Killing,1981,12,1981-12-13,UNKNOWN,UNKNOWN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Killing,1981,12,1981-12-13,UNKNOWN,UNKNOWN,ARMY,ARMY,UNKNOWN,UNKNOWN
UN-TRC-2,Killing,1989,11,1989-11-14,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UN-TRC-2,Killing,1991,3,1991-03-15,UNKNOWN,UNKNOWN,DEATH SQUAD,DEATH SQUAD,UNKNOWN,UNKNOWN
